Company_Code,Company_Name,Article_Title,Article_Date,Sentiment_Score,Sentiment_Class,Positive_Score,Negative_Score,Neutral_Score,ESG_Relevance_Score,Is_ESG_Relevant,Matched_ESG_Keywords,Matched_Non_ESG_Keywords,Analysis_Date
TCS,Tata Consultancy Services,"InGovern counters Viceroy’s short-seller report on Vedanta, urges reforms to protect Indian shareholders Proxy advisory firm InGovern Research Services has defended the Vedanta Group against allegatio",2025-07-15,0.8079,Positive,0.077,0.071,0.851,1,True,"sustainable, governance, compliance","intraday, nifty",2026-09-03
TCS,Tata Consultancy Services,"DLF Sells Out Privana North for ₹11,000 Cr in a Week       DLF Limited, India's largest listed real estate company, announced on June 18, 2025, the complete sellout of its latest luxury residential pr",2025-06-18,0.9989,Positive,0.108,0.01,0.882,5,True,"pollution, water, sustainability, labor, safety",,2026-09-03
INFY,Infosys,"Stocks to Watch Today: Infosys, ICICI Bank, HDFC Bank, HDFC Life, NIIT, ABB India, Tata Elxsi, Just Dial, TCS in focus on 21 April Let's catch up on the latest news from the stock market. From signifi",2025-04-21,0.9985,Positive,0.115,0.018,0.868,1,True,labor,,2026-09-03
INFY,Infosys,"Stocks to Watch Today: Asian Paints, Infosys, Garden Reach, GHV Infra Projects, MCX, Bharat Electronics, Afcons Infra, UPL, Hindustan Copper in focus on 9 June Let's catch up on the latest news from t",2025-06-09,0.9966,Positive,0.102,0.023,0.875,2,True,"sustainable, labor",,2026-09-03
INFY,Infosys,"Stocks to Watch Today: Bajaj Auto, Ipca Labs, Mazagon Dock, Lemon Tree Hotels, Suzlon Energy, NBCC, Ola Electric, Sobha in focus on 30 May Let's catch up on the latest news from the stock market. From",2025-05-30,0.9982,Positive,0.129,0.013,0.858,2,True,"renewable, labor",,2026-09-03
INFY,Infosys,"Stocks to Watch Today: Hero MotoCorp, Zydus Life, Lupin, Sonata Software, Dalmia Bharat, Paytm, Infosys, Angel One, Wipro in focus on 17 April Let's catch up on the latest news from the stock market. ",2025-04-17,0.9984,Positive,0.094,0.015,0.891,3,True,"renewable, green energy, labor",,2026-09-03
INFY,Infosys,"Stocks to Watch Today: TCS, Biocon, GAIL, Greaves Cotton, Sun Pharma, Dishman Carbogen Amcis, Coromandel International in focus on 11 April Let's catch up on the latest news from the stock market. Fro",2025-04-11,0.9984,Positive,0.096,0.018,0.886,3,True,"renewable, labor, governance",,2026-09-03
INFY,Infosys,"Stocks to Watch Today: Infosys, Dr Reddys Labs, Tata Consumer, Cigniti, Force Motors, Natco Pharma, IndusInd Bank, BEML, Tilaknagar Ind in focus on 24 July Let's catch up on the latest news from the s",2025-07-24,0.9991,Positive,0.121,0.013,0.865,1,True,labor,,2026-09-03
INFY,Infosys,"Tata Group first Indian brand over the $30 billion value mark, Eternal joins the top 50 list The Tata Group, with a brand value increase of 10 percent to $31.6 billion has once again secured the posit",2025-06-25,0.9972,Positive,0.191,0.01,0.799,2,True,"renewable, green energy",,2026-09-03
INFY,Infosys,"Stocks to Watch Today: PB Fintech, Allied Blenders, LIC Housing, Bharti Airtel, Abbott India, Rail Vikas Nigam, Infosys, JSW Energy in focus on 16 May Let's catch up on the latest news from the stock ",2025-05-16,0.9989,Positive,0.117,0.016,0.866,1,True,labor,,2026-09-03
INFY,Infosys,"Stocks to Watch Today: Eicher Motors, Apollo Tyres, Lupin, Wendt India, HUL, Brigade, Genesys, Wipro, Shilpa Medicare, Yes Bank, Vascon Engineers in focus on 15 May Let's catch up on the latest news f",2025-05-15,0.9993,Positive,0.123,0.018,0.859,1,True,renewable,,2026-09-03
INFY,Infosys,"Stocks to Watch Today: Bajaj Finance, IndusInd Bank, IndiaMART, Schaeffler India, Vishal Mega Mart, Prestige Estates, Strides Pharma in focus on 30 April Let's catch up on the latest news from the sto",2025-04-30,0.9989,Positive,0.118,0.024,0.858,2,True,"climate, labor",,2026-09-03
INFY,Infosys,"Buy, hold or sell? Analysts revise IT calls amid headcount woes, AI, disappointing Q1 India’s top IT services companies saw a shift in brokerage sentiment following their June-quarter earnings, amid m",2025-07-30,0.9669,Positive,0.091,0.074,0.835,1,True,"sustainable, environment",brokerage,2026-09-03
INFY,Infosys,"Stocks to Watch Today: Lupin, Tata Power, Nazara Tech, Shilpa Medicare, GMR Airports, IRB Infra, Railtel, Shyam Metalics in focus on 10 March Let's catch up on the latest news from the stock market. F",2025-03-10,0.9989,Positive,0.111,0.016,0.873,3,True,"renewable, sustainable, net zero",,2026-09-03
INFY,Infosys,Retail investors bet big on turnaround stories in hopes of a jackpot India’s retail investors seem to be undergoing a strategic pivot—turning away from legacy giants in IT and increasingly flocking to,2025-06-18,0.9982,Positive,0.165,0.017,0.818,2,True,"renewable, safety",,2026-09-03
INFY,Infosys,"How TCS, Infosys, HCLTech, Wipro and Tech Mahindra fared in Q1FY26 The first quarter of fiscal FY26 was a mixed bag for the top five Indian IT majors - Tata Consultancy Services (TCS), Infosys, HCLTec",2025-07-25,0.9994,Positive,0.14,0.035,0.824,1,True,environment,,2026-09-03
INFY,Infosys,"Stocks to Watch Today: NCC, Welspun Enterprises, Waaree Renewable, Prism Johnson, SIS, Ashoka Buildcon, Advait Energy Transitions in focus on 26 March Let's catch up on the latest news from the stock ",2025-03-26,0.9991,Positive,0.104,0.011,0.884,4,True,"water, renewable, green energy, labor",,2026-09-03
INFY,Infosys,"Stocks to Watch Today: Infosys, Zaggle Prepaid, Bharat Electronics, Force Motors, Jindal Steel, Zensar Tech, Active Infrastructures, HCLTech in focus on 28 March Let's catch up on the latest news from",2025-03-28,0.9994,Positive,0.116,0.01,0.874,4,True,"renewable, green energy, labor, penalty",,2026-09-03
INFY,Infosys,"Infosys shares trade flat in today's session; over 44.3 lakh shares traded During today's trading session, Infosys shares were trading at Rs 1,580.90 on the NSE as of 12:20 pm, reflecting a marginal d",2025-07-22,0.9966,Positive,0.079,0.011,0.91,1,True,labor,,2026-09-03
INFY,Infosys,Infosys shares gain over 0.5% ahead of Q1 earnings Infosys shares were trading with a gain of over 0.5% in today's session. The tech giant is slated to report Q1 earmings today.    Financial Snapshot:,2025-07-23,0.9976,Positive,0.154,0.011,0.834,1,True,labor,,2026-09-03
INFY,Infosys,"Stocks to Watch Today: Timex Group India, Infosys, Hindalco, BLS E-Services, JB Chemicals, Aurobindo Pharma, Bajel Projects, Arisinfra in focus on 25 June Let's catch up on the latest news from the st",2025-06-25,0.9979,Positive,0.12,0.023,0.857,1,True,labor,,2026-09-03
INFY,Infosys,"Infosys Collaborates with RWE AG to Drive Digital Workplace Transformation   Infosys (NSE, BSE, NYSE: INFY) announced a collaboration with RWE AG to drive automated digital workplace transformation an",2025-07-28,0.9873,Positive,0.166,0.0,0.834,3,True,"sustainability, labor, governance",,2026-09-03
INFY,Infosys,"Stocks to Watch Today: Infosys, BEML, Jubilant Pharmova, Bharat Electronics, NACL Industries, Yatra Online, Swelect Energy Systems in focus on 13 March Let's catch up on the latest news from the stock",2025-03-13,0.9984,Positive,0.134,0.018,0.848,3,True,"renewable, green energy, labor",,2026-09-03
INFY,Infosys,"Bengaluru's Electronics City Metro to be operational by May 2025 Bengaluru Metro's long-pending Yellow Line, stretching between RV Road and Bommasandra, connecting with tech hub Electronics City will ",2025-03-10,0.7003,Positive,0.033,0.019,0.948,1,True,safety,,2026-09-03
INFY,Infosys,"Stocks to Watch Today: Paytm, Lodha Developers, Oberoi Realty, Kirloskar Ferrous, KEI Industries, JSW Infra, Alpex Solar, Monika Alcobev in focus on 23 July Let's catch up on the latest news from the ",2025-07-23,0.9932,Positive,0.088,0.035,0.876,3,True,"water, labor, penalty",,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: TCS, Zydus Lifesciences, RPP Infra Projects, LIC Housing, Galaxy Surfactants, Route Mobile in focus on 6 March Let's catch up on the latest news from the stock market. From sign",2025-03-06,0.9983,Positive,0.128,0.011,0.861,3,True,"water, green energy, labor",,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: Wipro, Axis Bank, LTIMindtree, Indian Hotels, Lupin, Tracxn Tech, Capital SFB, Veranda Learning, IndoStar in focus on 18 July Let's catch up on the latest news from the stock ma",2025-07-18,0.9991,Positive,0.119,0.013,0.868,1,True,labor,,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: Hero MotoCorp, Zydus Life, Lupin, Sonata Software, Dalmia Bharat, Paytm, Infosys, Angel One, Wipro in focus on 17 April Let's catch up on the latest news from the stock market. ",2025-04-17,0.9984,Positive,0.094,0.015,0.891,3,True,"renewable, green energy, labor",,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: Axis Bank, Tech Mahindra, L&T Tech, Macrotech Developers, Cyient, IEX, Container Corporation in focus on 25 April Let's catch up on the latest news from the stock market. From s",2025-04-25,0.9973,Positive,0.107,0.025,0.868,1,True,labor,,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: Kotak Bank, CDSL, Balkrishna Ind, Orient Cement, Tata Chemicals, Poonawalla Fincorp, VA Tech Wabag, RITES in focus on 28 July Let's catch up on the latest news from the stock ma",2025-07-28,0.9992,Positive,0.119,0.022,0.859,4,True,"waste, water, green energy, labor",,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: Eicher Motors, Apollo Tyres, Lupin, Wendt India, HUL, Brigade, Genesys, Wipro, Shilpa Medicare, Yes Bank, Vascon Engineers in focus on 15 May Let's catch up on the latest news f",2025-05-15,0.9993,Positive,0.123,0.018,0.859,1,True,renewable,,2026-09-03
WIPRO,Wipro,"Clients adjusting to uncertainty, discretionary spend reviving only in pockets: Wipro Chairman Rishad Premji Information technology firm Wipro’s Chairman Rishad Premji said on July 16 that clients acr",2025-07-16,0.5097,Positive,0.05,0.054,0.896,1,True,environment,,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: Alembic Pharma, BHEL, Zydus Life, Zen Technologies, Ajax Engineering, Utkarsh SFB, Glenmark in focus on 17 February Let's catch up on the latest news from the stock market. From",2025-02-17,0.9719,Positive,0.077,0.051,0.872,3,True,"renewable, compliance, penalty",,2026-09-03
WIPRO,Wipro,"Buy, hold or sell? Analysts revise IT calls amid headcount woes, AI, disappointing Q1 India’s top IT services companies saw a shift in brokerage sentiment following their June-quarter earnings, amid m",2025-07-30,0.9669,Positive,0.091,0.074,0.835,1,True,"sustainable, environment",brokerage,2026-09-03
WIPRO,Wipro,Retail investors bet big on turnaround stories in hopes of a jackpot India’s retail investors seem to be undergoing a strategic pivot—turning away from legacy giants in IT and increasingly flocking to,2025-06-18,0.9982,Positive,0.165,0.017,0.818,2,True,"renewable, safety",,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: HCL Tech, EaseMyTrip, SG Finserve, GNFC, SEAMEC, Garden Reach Shipbuilders, RVNL, Restaurant Brands Asia in focus on 25 March Let's catch up on the latest news from the stock ma",2025-03-25,0.9984,Positive,0.108,0.024,0.868,2,True,"renewable, penalty",,2026-09-03
WIPRO,Wipro,"How TCS, Infosys, HCLTech, Wipro and Tech Mahindra fared in Q1FY26 The first quarter of fiscal FY26 was a mixed bag for the top five Indian IT majors - Tata Consultancy Services (TCS), Infosys, HCLTec",2025-07-25,0.9994,Positive,0.14,0.035,0.824,1,True,environment,,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: Wipro, NHPC, Dhani Services, Dishman Carbogen Amcis, Dhanlaxmi Bank in focus on 20 March Let's catch up on the latest news from the stock market. From significant investments to",2025-03-20,0.9894,Positive,0.096,0.029,0.876,3,True,"safety, governance, compliance",,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: Tech Mahindra, Angel One, Ixigo, Maruti Suzuki, Godrej Properties, Hindustan Zinc, Zydus Life, Smartworks in focus on 17 July Let's catch up on the latest news from the stock ma",2025-07-17,0.9953,Positive,0.106,0.025,0.869,1,True,renewable,,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: KPI Green, Tata Power, Adani Green, Airtel, Waaree Energies, UltraTech Cement, Ceigall India, Mastek in focus on 27 February Let's catch up on the latest news from the stock mar",2025-02-27,0.9979,Positive,0.083,0.016,0.901,6,True,"renewable, environment, green energy, labor, penalty, violation",,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: IndusInd Bank , Adani Total Gas, MGL, Oil India, Vedanta, Aster DM Healthcare, IREDA, ICICI Prudential Life in focus on 16 April Let's catch up on the latest news from the stock",2025-04-16,0.9972,Positive,0.092,0.027,0.88,3,True,"carbon, water, renewable",,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: Wipro, HDFC Bank, Alkem Labs, Aditya Birla Fashion, Indegene, Tata Technologies, Servotech, Scoda Tubes in focus on 4 June Let's catch up on the latest news from the stock marke",2025-06-04,0.9993,Positive,0.138,0.019,0.843,4,True,"renewable, sustainable, labor, governance",,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: Tata Technologies, CESC, Wipro, Landmark Cars, Aurobindo, CSB Bank, PNB Housing, Indegene, Hexaware in focus on 29 April Let's catch up on the latest news from the stock market.",2025-04-29,0.9963,Positive,0.092,0.02,0.888,3,True,"renewable, climate, green energy",,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: Aditya Birla Capital, Sonata Software, Wipro, Kaynes Technology, CreditAccess Grameen, Reliance Infrastructure in focus on 11 June Let's catch up on the latest news from the sto",2025-06-11,0.998,Positive,0.107,0.02,0.873,2,True,"renewable, labor",,2026-09-03
WIPRO,Wipro,"Stocks to Watch Today: Wipro, BSE, JB Chemicals, Max Financial, Bharat Forge, Sterlite Tech, NBCC, Torrent Power, UPL in focus on 27 March Let's catch up on the latest news from the stock market. From",2025-03-27,0.9983,Positive,0.104,0.029,0.867,4,True,"renewable, green energy, compliance, penalty",,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: Wipro, Axis Bank, LTIMindtree, Indian Hotels, Lupin, Tracxn Tech, Capital SFB, Veranda Learning, IndoStar in focus on 18 July Let's catch up on the latest news from the stock ma",2025-07-18,0.9991,Positive,0.119,0.013,0.868,1,True,labor,,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch today: NTPC, Asian Paints, Torrent Power, Jubilant Foodworks in focus on June 13 Let's catch up on the latest news from the stock market. From significant investments to major deals, a",2025-06-12,0.9992,Positive,0.17,0.033,0.797,4,True,"water, renewable, green energy, labor",,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: TCS, Cryogenic OGS, Embassy REIT, Indosolar, Enviro Infra Engineers, Emcure Pharma, HCL Technologies, Crizac in focus on 10 July Let's catch up on the latest news from the stock",2025-07-10,0.9966,Positive,0.114,0.012,0.874,2,True,"renewable, labor",,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: HCL Tech, Sanofi India, KSB, PB Fintech, Transrail Lighting, Tata Power, Granules India, Kernex in focus on 28 February Let's catch up on the latest news from the stock market. ",2025-02-28,0.9993,Positive,0.139,0.011,0.85,4,True,"renewable, green energy, labor, penalty",,2026-09-03
HCLTECH,HCL Technologies,"Tata Group first Indian brand over the $30 billion value mark, Eternal joins the top 50 list The Tata Group, with a brand value increase of 10 percent to $31.6 billion has once again secured the posit",2025-06-25,0.9972,Positive,0.191,0.01,0.799,2,True,"renewable, green energy",,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: CG Power, Kalpataru Projects, Ellenbarrie, KSB, NCC, Bharat Electronics, HCL Tech, AAVAS Financiers, Apollo Hospitals in focus on 1 July Let's catch up on the latest news from t",2025-07-01,0.9979,Positive,0.107,0.015,0.878,2,True,"green energy, labor",,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: Reliance Industries, IDFC First Bank, Tata Tech, Tejas Networks, India Cements, IGL, Biocon, Zydus Life in focus on 28 April Let's catch up on the latest news from the stock mar",2025-04-28,0.9989,Positive,0.102,0.013,0.886,1,True,green energy,,2026-09-03
HCLTECH,HCL Technologies,"Buy, hold or sell? Analysts revise IT calls amid headcount woes, AI, disappointing Q1 India’s top IT services companies saw a shift in brokerage sentiment following their June-quarter earnings, amid m",2025-07-30,0.9669,Positive,0.091,0.074,0.835,1,True,"sustainable, environment",brokerage,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: Vishal Mega Mart, Biocon, TCS, Mastek, HCL Tech, ICICI Bank, Tanla Platforms, Zee Entertainment, IndiaMART in focus on 17 June Let's catch up on the latest news from the stock m",2025-06-17,0.9985,Positive,0.129,0.017,0.854,2,True,"renewable, labor",,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: HCL Tech, EaseMyTrip, SG Finserve, GNFC, SEAMEC, Garden Reach Shipbuilders, RVNL, Restaurant Brands Asia in focus on 25 March Let's catch up on the latest news from the stock ma",2025-03-25,0.9984,Positive,0.108,0.024,0.868,2,True,"renewable, penalty",,2026-09-03
HCLTECH,HCL Technologies,"How TCS, Infosys, HCLTech, Wipro and Tech Mahindra fared in Q1FY26 The first quarter of fiscal FY26 was a mixed bag for the top five Indian IT majors - Tata Consultancy Services (TCS), Infosys, HCLTec",2025-07-25,0.9994,Positive,0.14,0.035,0.824,1,True,environment,,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: NCC, Welspun Enterprises, Waaree Renewable, Prism Johnson, SIS, Ashoka Buildcon, Advait Energy Transitions in focus on 26 March Let's catch up on the latest news from the stock ",2025-03-26,0.9991,Positive,0.104,0.011,0.884,4,True,"water, renewable, green energy, labor",,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: Infosys, Zaggle Prepaid, Bharat Electronics, Force Motors, Jindal Steel, Zensar Tech, Active Infrastructures, HCLTech in focus on 28 March Let's catch up on the latest news from",2025-03-28,0.9994,Positive,0.116,0.01,0.874,4,True,"renewable, green energy, labor, penalty",,2026-09-03
HCLTECH,HCL Technologies,"HCLTech joins hands with Nasdaq-listed chip major AMD to create centers to speed up AI, digital, cloud solutions India's HCLTech has joined hands with Nasdaq-listed global semiconductor major AMD to d",2025-06-24,0.9804,Positive,0.143,0.0,0.857,1,True,labor,,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: Zydus Lifesciences, Ashoka Buildcon, Nureca, Cyient, Ahluwalia Contracts, Transrail Lighting, Swiggy in focus on 15 April Let's catch up on the latest news from the stock market",2025-04-15,0.9974,Positive,0.079,0.013,0.909,1,True,renewable,,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: DMart, NCC, Kolte Patil, VIP Industries, Sula Vineyards, Wockhardt, Akzo Nobel, Gland Pharma, Travel Food Services in focus on 14 July Let's catch up on the latest news from the",2025-07-14,0.998,Positive,0.107,0.012,0.881,1,True,compliance,,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: HCL Tech, Ashoka Buildcon, PNC Infratech, Airtel, Bharat Forge, Cyient DLM, M&M Financial, RBL Bank in focus on 23 April Let's catch up on the latest news from the stock market.",2025-04-23,0.9978,Positive,0.113,0.022,0.865,2,True,"carbon, water",,2026-09-03
HCLTECH,HCL Technologies,"Stocks to Watch Today: HCL Technologies, Zinka Logistics, Biocon, Torrent Power, Jindal Stainless, Frontier Springs, Prostarm Info Systems in focus on 3 June Let's catch up on the latest news from the",2025-06-03,0.9991,Positive,0.121,0.012,0.867,5,True,"water, renewable, green energy, labor, inclusion",,2026-09-03
TECHM,Tech Mahindra,"Stocks to Watch Today: TCS, Zydus Lifesciences, RPP Infra Projects, LIC Housing, Galaxy Surfactants, Route Mobile in focus on 6 March Let's catch up on the latest news from the stock market. From sign",2025-03-06,0.9983,Positive,0.128,0.011,0.861,3,True,"water, green energy, labor",,2026-09-03
TECHM,Tech Mahindra,"Stocks to Watch Today: Axis Bank, Tech Mahindra, L&T Tech, Macrotech Developers, Cyient, IEX, Container Corporation in focus on 25 April Let's catch up on the latest news from the stock market. From s",2025-04-25,0.9973,Positive,0.107,0.025,0.868,1,True,labor,,2026-09-03
TECHM,Tech Mahindra,"Stocks to Watch Today: Tata Motors, Paytm, TVS Motor, NLC India, Piramal Enterprises, International Gemmological Institute, M&M in focus on 3 March Let's catch up on the latest news from the stock mar",2025-03-03,0.9982,Positive,0.079,0.017,0.904,1,True,penalty,,2026-09-03
TECHM,Tech Mahindra,"Reduce Tech Mahindra; target of Rs 1250: ICICI Securities ICICI Securities research report on Tech Mahindra  TechM’s turnaround efforts are yielding results with its BFSI portfolio strengthening, larg",2025-04-25,0.9468,Positive,0.124,0.047,0.83,1,True,environment,,2026-09-03
TECHM,Tech Mahindra,Reduce Tech Mahindra; target of Rs 1600: Emkay Global Financial Emkay Global Financial' research report on Tech Mahindra  TechM’s 1Q operating performance was slightly below expectations. Revenue grew,2025-07-17,0.9545,Positive,0.114,0.045,0.841,1,True,environment,,2026-09-03
TECHM,Tech Mahindra,"Stocks to Watch Today: Ashok Leyland, Dixon Tech, Zydus Lifesciences, ICICI Lombard, HDB Financial, HDFC Life, Jindal Steel, Biocon in focus on 16 July Let's catch up on the latest news from the stock",2025-07-16,0.9926,Positive,0.09,0.031,0.879,1,True,labor,,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra shares fall 2.01% in Wednesday's trading session Shares of Tech Mahindra declined by 2.01% to Rs 1,455.60 in Wednesday's trading session, as of 11:28 am. This represents a notable decrea",2025-08-06,0.996,Positive,0.071,0.011,0.918,1,True,"esg, compliance",nifty,2026-09-03
